Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.9550         -177.263     -203.305       26.041  1865.4
2.9600         -177.396     -202.766       25.370  1817.3
2.9650         -177.268     -202.321       25.053  1794.6
2.9700         -177.096     -202.102       25.006  1791.3
2.9750         -177.218     -202.128       24.910  1784.4
2.9800         -177.143     -202.383       25.240  1808.0
2.9850         -177.195     -202.888       25.693  1840.5
2.9900         -177.429     -203.510       26.081  1868.2
2.9950         -177.308     -204.142       26.834  1922.2
3.0000         -176.840     -204.736       27.896  1998.3
3.0050         -176.924     -205.120       28.196  2019.7
3.0100         -177.097     -205.181       28.083  2011.7
3.0150         -177.159     -204.906       27.747  1987.6
3.0200         -176.948     -204.467       27.519  1971.3
3.0250         -177.233     -204.053       26.820  1921.2
3.0300         -177.419     -203.820       26.400  1891.1
3.0350         -177.455     -203.861       26.406  1891.6
3.0400         -177.867     -204.051       26.185  1875.7
3.0450         -178.057     -204.253       26.196  1876.5
3.0500         -178.200     -204.254       26.055  1866.4
3.0550         -177.970     -204.031       26.061  1866.8
3.0600         -177.759     -203.576       25.818  1849.4
3.0650         -177.800     -202.925       25.125  1799.8
3.0700         -177.950     -202.211       24.261  1737.9
3.0750         -178.198     -201.637       23.439  1679.0
3.0800         -177.903     -201.446       23.543  1686.4
3.0850         -177.792     -201.665       23.873  1710.1
3.0900         -178.177     -202.176       23.999  1719.1
3.0950         -177.792     -202.839       25.047  1794.2
3.1000         -177.483     -203.408       25.925  1857.1
3.1050         -177.676     -203.776       26.099  1869.6
3.1100         -177.499     -203.842       26.343  1887.1
3.1150         -177.419     -203.727       26.308  1884.5
3.1200         -177.080     -203.543       26.463  1895.6
3.1250         -177.031     -203.245       26.213  1877.7
3.1300         -176.786     -202.822       26.036  1865.1
3.1350         -176.326     -202.282       25.957  1859.4
3.1400         -176.715     -201.651       24.936  1786.2
3.1450         -176.551     -201.119       24.568  1759.9
3.1500         -176.713     -200.767       24.053  1723.0
3.1550         -176.715     -200.588       23.873  1710.1
3.1600         -176.616     -200.498       23.883  1710.8
3.1650         -176.710     -200.425       23.716  1698.8
3.1700         -176.720     -200.423       23.703  1697.9
3.1750         -177.107     -200.359       23.252  1665.6
3.1800         -176.597     -200.263       23.666  1695.3
3.1850         -176.725     -200.155       23.430  1678.3
3.1900         -176.376     -200.047       23.671  1695.6
3.1950         -176.224     -199.837       23.614  1691.5
3.2000         -175.606     -199.464       23.858  1709.0
3.2050         -175.567     -198.937       23.370  1674.0
3.2100         -175.692     -198.374       22.682  1624.8
3.2150         -175.374     -197.890       22.516  1612.9
3.2200         -175.259     -197.682       22.423  1606.2
3.2250         -175.070     -197.804       22.734  1628.5
3.2300         -174.950     -198.161       23.211  1662.6
3.2350         -174.916     -198.661       23.744  1700.9
3.2400         -174.822     -199.072       24.251  1737.1
3.2450         -174.766     -199.211       24.446  1751.1
3.2500         -174.570     -199.055       24.484  1753.9
3.2550         -174.706     -198.653       23.947  1715.4
3.2600         -174.921     -198.189       23.268  1666.8
3.2650         -174.876     -197.825       22.949  1643.9
3.2700         -174.883     -197.642       22.759  1630.3
3.2750         -174.609     -197.641       23.032  1649.8
3.2800         -174.439     -197.714       23.276  1667.3
3.2850         -174.234     -197.825       23.591  1689.9
3.2900         -174.201     -197.985       23.784  1703.7
3.2950         -174.207     -198.107       23.899  1712.0
3.3000         -174.193     -198.159       23.965  1716.7
3.3050         -174.287     -198.196       23.909  1712.7
3.3100         -174.428     -198.235       23.808  1705.4
3.3150         -174.359     -198.184       23.826  1706.7
3.3200         -174.260     -198.110       23.849  1708.4
3.3250         -174.448     -198.070       23.622  1692.1
3.3300         -174.604     -198.121       23.518  1684.6
3.3350         -174.432     -198.323       23.891  1711.4
3.3400         -174.391     -198.615       24.224  1735.2
3.3450         -174.063     -199.048       24.985  1789.7
3.3500         -173.696     -199.569       25.873  1853.4
3.3550         -173.760     -200.171       26.411  1891.9
3.3600         -173.974     -200.781       26.806  1920.2
3.3650         -173.970     -201.277       27.307  1956.1
3.3700         -173.942     -201.581       27.639  1979.9
3.3750         -173.948     -201.593       27.644  1980.2
3.3800         -173.757     -201.317       27.560  1974.2
3.3850         -174.060     -200.915       26.855  1923.7
3.3900         -173.793     -200.607       26.814  1920.8
3.3950         -173.138     -200.523       27.384  1961.6
3.4000         -173.206     -200.648       27.441  1965.7
3.4050         -172.778     -200.906       28.128  2014.9
3.4100         -172.627     -201.062       28.436  2036.9
3.4150         -172.876     -200.975       28.099  2012.8
3.4200         -173.078     -200.621       27.543  1973.0
3.4250         -173.043     -200.197       27.154  1945.1
3.4300         -173.338     -199.808       26.470  1896.1
3.4350         -173.393     -199.634       26.241  1879.7
3.4400         -173.336     -199.721       26.385  1890.0
3.4450         -173.693     -199.973       26.280  1882.5
3.4500         -173.548     -200.260       26.712  1913.4
3.4550         -173.031     -200.416       27.385  1961.7
3.4600         -172.924     -200.414       27.490  1969.2
3.4650         -172.725     -200.336       27.611  1977.8
3.4700         -172.732     -200.381       27.648  1980.5
3.4750         -172.592     -200.563       27.971  2003.7
3.4800         -172.567     -200.799       28.232  2022.4
3.4850         -173.045     -200.963       27.919  1999.9
3.4900         -172.813     -200.958       28.145  2016.1
3.4950         -172.811     -200.772       27.962  2003.0
3.5000         -172.645     -200.429       27.784  1990.2
3.5050         -172.815     -200.206       27.391  1962.1
3.5100         -172.855     -200.391       27.536  1972.5
3.5150         -172.854     -201.079       28.225  2021.9
3.5200         -172.721     -202.123       29.402  2106.1
3.5250         -172.635     -203.069       30.434  2180.1
3.5300         -172.635     -203.565       30.930  2215.6
3.5350         -172.740     -203.539       30.799  2206.2
3.5400         -173.145     -203.178       30.033  2151.3
3.5450         -173.565     -202.732       29.167  2089.3
3.5500         -173.277     -202.398       29.121  2086.1
3.5550         -173.252     -202.249       28.997  2077.2
3.5600         -173.095     -202.297       29.202  2091.8
3.5650         -173.115     -202.464       29.349  2102.3
3.5700         -172.707     -202.649       29.942  2144.8
3.5750         -172.152     -202.672       30.520  2186.2
3.5800         -172.662     -202.442       29.780  2133.3
3.5850         -172.788     -201.966       29.178  2090.1
3.5900         -172.997     -201.237       28.240  2022.9
3.5950         -172.891     -200.409       27.518  1971.2
3.6000         -172.899     -199.620       26.721  1914.1
3.6050         -173.175     -198.962       25.787  1847.2
3.6100         -173.581     -198.563       24.982  1789.6
3.6150         -173.632     -198.454       24.822  1778.0
3.6200         -173.802     -198.592       24.789  1775.7
3.6250         -173.394     -198.763       25.370  1817.3
3.6300         -173.438     -198.882       25.444  1822.6
3.6350         -173.155     -198.928       25.773  1846.2
3.6400         -173.316     -198.895       25.579  1832.3
3.6450         -173.024     -198.729       25.705  1841.3
3.6500         -173.213     -198.454       25.241  1808.1
3.6550         -173.015     -198.164       25.148  1801.5
3.6600         -173.117     -198.029       24.912  1784.5
3.6650         -173.079     -198.062       24.982  1789.6
3.6700         -173.230     -198.322       25.092  1797.4
3.6750         -173.363     -198.657       25.294  1811.9
3.6800         -173.116     -199.027       25.910  1856.0
3.6850         -173.115     -199.343       26.227  1878.7
3.6900         -172.971     -199.607       26.636  1908.0
3.6950         -172.876     -199.787       26.911  1927.7
3.7000         -173.175     -199.919       26.744  1915.7
3.7050         -172.944     -199.999       27.054  1938.0
3.7100         -173.141     -200.011       26.870  1924.8
3.7150         -173.062     -199.933       26.871  1924.9
3.7200         -173.071     -199.831       26.760  1916.9
3.7250         -173.457     -199.694       26.237  1879.4
3.7300         -173.182     -199.464       26.281  1882.6
3.7350         -173.105     -199.133       26.028  1864.5
3.7400         -172.945     -198.785       25.840  1851.0
3.7450         -172.834     -198.551       25.717  1842.2
3.7500         -172.856     -198.539       25.683  1839.7
3.7550         -172.762     -198.766       26.003  1862.7
3.7600         -172.770     -199.141       26.371  1889.0
3.7650         -172.740     -199.616       26.876  1925.2
3.7700         -172.634     -200.114       27.480  1968.4
3.7750         -172.947     -200.475       27.528  1971.9
3.7800         -173.086     -200.573       27.487  1969.0
3.7850         -173.010     -200.424       27.414  1963.7
3.7900         -172.565     -199.977       27.412  1963.6
3.7950         -172.627     -199.276       26.649  1908.9
3.8000         -172.729     -198.512       25.783  1846.9
3.8050         -172.689     -197.955       25.266  1809.9
