Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
10.7250        -150.384     -184.074       33.690  2413.3
10.7300        -150.194     -184.432       34.239  2452.6
10.7350        -149.890     -185.207       35.316  2529.8
10.7400        -150.079     -186.092       36.012  2579.7
10.7450        -150.234     -186.619       36.385  2606.4
10.7500        -149.824     -186.578       36.754  2632.8
10.7550        -150.032     -186.042       36.010  2579.5
10.7600        -149.960     -185.242       35.282  2527.3
10.7650        -149.902     -184.604       34.703  2485.8
10.7700        -150.215     -184.436       34.221  2451.3
10.7750        -150.105     -185.031       34.926  2501.9
10.7800        -149.787     -186.313       36.526  2616.5
10.7850        -150.018     -187.816       37.797  2707.5
10.7900        -150.069     -188.919       38.850  2782.9
10.7950        -150.227     -189.264       39.036  2796.3
10.8000        -150.448     -188.893       38.445  2753.9
10.8050        -150.528     -188.245       37.717  2701.8
10.8100        -150.866     -187.755       36.889  2642.5
10.8150        -150.684     -187.642       36.957  2647.4
10.8200        -150.774     -187.804       37.030  2652.5
10.8250        -150.844     -188.011       37.167  2662.4
10.8300        -150.901     -188.108       37.207  2665.2
10.8350        -151.175     -188.146       36.971  2648.3
10.8400        -151.133     -188.194       37.061  2654.8
10.8450        -151.150     -188.261       37.112  2658.4
10.8500        -151.324     -188.256       36.932  2645.5
10.8550        -151.349     -188.193       36.844  2639.2
10.8600        -151.028     -187.950       36.921  2644.8
10.8650        -150.983     -187.507       36.524  2616.3
10.8700        -151.463     -186.825       35.362  2533.1
10.8750        -151.467     -186.071       34.605  2478.8
10.8800        -151.036     -185.593       34.557  2475.4
10.8850        -150.669     -185.743       35.073  2512.4
10.8900        -150.964     -186.515       35.551  2546.6
10.8950        -150.646     -187.595       36.949  2646.8
10.9000        -150.818     -188.606       37.787  2706.8
10.9050        -150.363     -189.319       38.956  2790.5
10.9100        -150.391     -189.621       39.231  2810.2
10.9150        -150.540     -189.424       38.884  2785.4
10.9200        -150.326     -188.698       38.372  2748.7
10.9250        -149.935     -187.649       37.714  2701.6
10.9300        -150.139     -186.687       36.549  2618.1
10.9350        -149.968     -186.174       36.206  2593.6
10.9400        -149.988     -186.249       36.261  2597.5
10.9450        -149.824     -186.740       36.916  2644.4
10.9500        -149.602     -187.197       37.595  2693.1
10.9550        -149.663     -187.269       37.606  2693.8
10.9600        -149.839     -186.900       37.061  2654.8
10.9650        -149.818     -186.289       36.472  2612.6
10.9700        -150.037     -185.892       35.855  2568.4
10.9750        -149.828     -185.945       36.117  2587.2
10.9800        -150.014     -186.481       36.467  2612.2
10.9850        -150.150     -187.290       37.140  2660.4
10.9900        -150.128     -187.957       37.829  2709.8
10.9950        -149.991     -188.032       38.041  2725.0
11.0000        -150.076     -187.396       37.319  2673.3
11.0050        -149.806     -186.287       36.482  2613.3
11.0100        -149.439     -185.060       35.621  2551.6
11.0150        -149.499     -184.141       34.642  2481.5
11.0200        -149.685     -183.774       34.089  2441.9
11.0250        -149.858     -184.120       34.262  2454.3
11.0300        -149.713     -185.124       35.410  2536.5
11.0350        -149.779     -186.383       36.604  2622.1
11.0400        -149.501     -187.549       38.049  2725.5
11.0450        -148.689     -188.507       39.818  2852.2
11.0500        -149.160     -189.324       40.164  2877.1
11.0550        -149.002     -189.964       40.961  2934.2
11.0600        -148.922     -190.254       41.332  2960.7
11.0650        -148.908     -189.937       41.029  2939.0
11.0700        -148.620     -188.973       40.353  2890.6
11.0750        -148.592     -187.497       38.905  2786.9
11.0800        -148.442     -185.895       37.453  2682.9
11.0850        -148.587     -184.601       36.014  2579.8
11.0900        -148.395     -183.876       35.481  2541.6
11.0950        -148.145     -183.718       35.573  2548.2
11.1000        -148.162     -183.886       35.725  2559.1
11.1050        -147.845     -183.990       36.145  2589.2
11.1100        -147.791     -183.910       36.118  2587.3
11.1150        -147.590     -183.513       35.923  2573.3
11.1200        -147.793     -182.926       35.133  2516.7
11.1250        -147.269     -182.378       35.109  2514.9
11.1300        -148.350     -181.919       33.569  2404.6
11.1350        -148.564     -181.616       33.052  2367.6
11.1400        -148.794     -181.491       32.698  2342.2
11.1450        -148.302     -181.535       33.232  2380.5
11.1500        -148.405     -181.703       33.298  2385.2
11.1550        -148.052     -181.958       33.906  2428.8
11.1600        -148.134     -182.282       34.149  2446.2
11.1650        -147.563     -182.613       35.050  2510.7
11.1700        -147.583     -182.850       35.267  2526.3
11.1750        -147.913     -182.921       35.008  2507.7
11.1800        -147.989     -182.867       34.879  2498.5
11.1850        -148.132     -182.696       34.564  2475.9
11.1900        -148.555     -182.422       33.866  2425.9
11.1950        -148.566     -182.066       33.500  2399.7
11.2000        -148.165     -181.698       33.532  2402.0
11.2050        -148.304     -181.372       33.068  2368.7
11.2100        -148.424     -181.149       32.725  2344.2
11.2150        -148.515     -181.021       32.505  2328.4
11.2200        -148.654     -180.955       32.301  2313.8
11.2250        -148.650     -180.910       32.260  2310.9
11.2300        -149.123     -180.899       31.776  2276.2
11.2350        -148.948     -180.872       31.924  2286.8
11.2400        -149.381     -180.830       31.449  2252.8
11.2450        -148.967     -180.871       31.904  2285.4
11.2500        -148.525     -181.127       32.602  2335.4
11.2550        -148.716     -181.576       32.860  2353.9
11.2600        -148.826     -181.980       33.154  2374.9
11.2650        -148.999     -182.044       33.045  2367.1
11.2700        -148.853     -181.612       32.759  2346.6
11.2750        -148.722     -180.786       32.065  2296.9
11.2800        -148.772     -179.846       31.074  2225.9
11.2850        -148.921     -179.183       30.262  2167.7
11.2900        -148.832     -179.110       30.278  2168.9
11.2950        -148.574     -179.688       31.114  2228.8
11.3000        -148.332     -180.609       32.277  2312.1
11.3050        -148.199     -181.443       33.244  2381.4
11.3100        -148.209     -181.926       33.717  2415.2
11.3150        -147.687     -181.953       34.266  2454.6
11.3200        -147.409     -181.633       34.225  2451.6
11.3250        -147.228     -181.036       33.807  2421.7
11.3300        -147.531     -180.284       32.753  2346.2
11.3350        -147.751     -179.503       31.752  2274.5
11.3400        -147.510     -178.916       31.406  2249.7
11.3450        -147.395     -178.679       31.284  2241.0
11.3500        -147.505     -178.781       31.276  2240.4
11.3550        -147.645     -179.128       31.483  2255.2
11.3600        -147.695     -179.585       31.890  2284.4
11.3650        -148.132     -180.018       31.886  2284.1
11.3700        -148.386     -180.374       31.989  2291.4
11.3750        -148.797     -180.680       31.884  2283.9
11.3800        -148.907     -180.988       32.080  2298.0
11.3850        -149.010     -181.270       32.260  2310.9
11.3900        -148.950     -181.508       32.558  2332.2
11.3950        -149.079     -181.633       32.555  2332.0
11.4000        -149.377     -181.544       32.167  2304.2
11.4050        -149.320     -181.307       31.987  2291.3
11.4100        -149.391     -180.985       31.595  2263.2
11.4150        -149.797     -180.778       30.981  2219.3
11.4200        -149.197     -180.969       31.772  2275.9
11.4250        -148.965     -181.499       32.534  2330.5
11.4300        -149.088     -182.274       33.186  2377.2
11.4350        -149.026     -183.254       34.229  2451.9
11.4400        -149.222     -184.351       35.129  2516.4
11.4450        -149.119     -185.394       36.275  2598.5
11.4500        -149.290     -186.198       36.907  2643.8
11.4550        -149.583     -186.559       36.975  2648.6
11.4600        -149.439     -186.312       36.872  2641.3
11.4650        -149.877     -185.449       35.572  2548.1
11.4700        -149.855     -184.094       34.239  2452.6
11.4750        -150.003     -182.548       32.546  2331.3
11.4800        -150.105     -181.228       31.123  2229.4
11.4850        -149.954     -180.453       30.499  2184.7
11.4900        -150.031     -180.403       30.372  2175.6
11.4950        -150.232     -181.008       30.776  2204.6
11.5000        -149.991     -181.938       31.947  2288.4
11.5050        -150.100     -182.860       32.761  2346.7
11.5100        -150.232     -183.701       33.469  2397.5
11.5150        -150.074     -184.495       34.421  2465.7
11.5200        -149.983     -185.224       35.241  2524.4
11.5250        -149.909     -185.855       35.945  2574.9
11.5300        -149.796     -186.294       36.498  2614.5
11.5350        -149.698     -186.477       36.779  2634.6
11.5400        -150.241     -186.418       36.176  2591.4
11.5450        -150.403     -186.102       35.698  2557.2
11.5500        -150.343     -185.492       35.150  2517.9
11.5550        -150.239     -184.685       34.446  2467.4
11.5600        -150.075     -184.025       33.950  2431.9
11.5650        -150.018     -183.699       33.681  2412.7
11.5700        -150.090     -183.760       33.669  2411.8
11.5750        -150.247     -184.142       33.895  2428.0
11.5800        -150.553     -184.692       34.140  2445.5
11.5850        -150.746     -185.274       34.528  2473.3
11.5900        -150.960     -185.688       34.728  2487.7
11.5950        -150.586     -185.969       35.383  2534.6
11.6000        -150.901     -186.060       35.159  2518.6
11.6050        -151.527     -186.022       34.495  2470.9
11.6100        -150.914     -185.865       34.951  2503.7
11.6150        -150.823     -185.616       34.794  2492.4
11.6200        -150.565     -185.332       34.766  2490.4
11.6250        -151.053     -185.114       34.061  2439.9
11.6300        -150.555     -184.980       34.425  2466.0
11.6350        -150.659     -184.949       34.291  2456.3
11.6400        -151.050     -185.039       33.989  2434.8
11.6450        -151.093     -185.188       34.094  2442.3
11.6500        -150.842     -185.331       34.489  2470.5
11.6550        -150.702     -185.393       34.692  2485.1
11.6600        -150.694     -185.311       34.616  2479.7
11.6650        -150.341     -185.107       34.767  2490.4
11.6700        -150.484     -184.899       34.416  2465.3
11.6750        -150.331     -184.768       34.437  2466.8
11.6800        -149.836     -184.749       34.912  2500.9
11.6850        -149.532     -184.796       35.264  2526.0
11.6900        -149.577     -184.855       35.278  2527.1
11.6950        -149.781     -184.784       35.004  2507.4
11.7000        -149.693     -184.528       34.835  2495.3
11.7050        -149.601     -184.235       34.634  2480.9
11.7100        -149.702     -183.979       34.277  2455.4
11.7150        -149.815     -183.844       34.029  2437.6
11.7200        -149.656     -183.790       34.134  2445.1
11.7250        -149.393     -183.799       34.406  2464.6
11.7300        -149.479     -183.844       34.365  2461.7
11.7350        -149.755     -183.963       34.208  2450.4
11.7400        -149.855     -184.103       34.248  2453.3
11.7450        -149.999     -184.140       34.141  2445.6
11.7500        -149.490     -184.009       34.519  2472.7
11.7550        -149.386     -183.628       34.242  2452.9
11.7600        -149.154     -183.127       33.974  2433.6
11.7650        -149.093     -182.744       33.651  2410.5
11.7700        -149.274     -182.555       33.281  2384.0
11.7750        -149.078     -182.604       33.526  2401.6
11.7800        -148.761     -182.783       34.022  2437.1
11.7850        -148.714     -182.975       34.260  2454.2
11.7900        -148.518     -183.161       34.643  2481.6
11.7950        -148.706     -183.286       34.580  2477.1
11.8000        -148.876     -183.327       34.450  2467.8
11.8050        -149.369     -183.398       34.029  2437.6
11.8100        -149.721     -183.530       33.809  2421.8
11.8150        -149.789     -183.854       34.065  2440.2
11.8200        -149.481     -184.385       34.904  2500.3
11.8250        -149.418     -185.080       35.661  2554.5
11.8300        -149.316     -185.709       36.393  2606.9
11.8350        -149.265     -185.974       36.709  2629.6
11.8400        -149.532     -185.650       36.118  2587.2
11.8450        -149.508     -184.694       35.186  2520.5
11.8500        -149.068     -183.281       34.213  2450.7
11.8550        -149.442     -181.781       32.339  2316.5
11.8600        -149.341     -180.625       31.284  2241.0
11.8650        -149.459     -180.191       30.731  2201.4
11.8700        -149.442     -180.417       30.975  2218.9
11.8750        -149.641     -181.039       31.398  2249.1
11.8800        -149.513     -181.744       32.231  2308.8
11.8850        -149.704     -182.365       32.661  2339.6
11.8900        -149.601     -182.782       33.181  2376.8
11.8950        -149.527     -183.004       33.477  2398.1
11.9000        -149.904     -183.116       33.212  2379.0
11.9050        -150.049     -183.268       33.218  2379.5
11.9100        -150.235     -183.544       33.308  2386.0
11.9150        -150.454     -183.990       33.537  2402.3
11.9200        -150.575     -184.472       33.897  2428.2
11.9250        -150.310     -184.973       34.664  2483.0
11.9300        -149.822     -185.383       35.561  2547.4
11.9350        -150.094     -185.703       35.609  2550.7
11.9400        -149.920     -185.887       35.966  2576.4
11.9450        -150.205     -185.904       35.699  2557.2
11.9500        -150.738     -185.801       35.063  2511.7
11.9550        -150.833     -185.629       34.796  2492.5
11.9600        -150.570     -185.429       34.859  2497.0
11.9650        -150.322     -185.176       34.853  2496.7
11.9700        -150.189     -184.770       34.581  2477.2
11.9750        -149.832     -184.216       34.384  2463.0
11.9800        -149.645     -183.506       33.861  2425.6
11.9850        -149.559     -182.691       33.133  2373.4
11.9900        -150.071     -181.901       31.831  2280.1
11.9950        -149.979     -181.289       31.310  2242.8
12.0000        -149.560     -180.965       31.404  2249.6
12.0050        -149.377     -181.003       31.626  2265.4
12.0100        -149.428     -181.358       31.930  2287.3
12.0150        -149.409     -181.775       32.366  2318.5
12.0200        -149.575     -182.087       32.511  2328.9
12.0250        -149.609     -182.142       32.533  2330.4
12.0300        -149.414     -182.042       32.628  2337.2
12.0350        -149.227     -181.960       32.733  2344.8
12.0400        -149.069     -182.085       33.016  2365.0
12.0450        -149.711     -182.478       32.767  2347.2
12.0500        -149.218     -183.126       33.908  2428.9
12.0550        -148.805     -183.796       34.991  2506.5
12.0600        -148.792     -184.296       35.505  2543.3
12.0650        -148.826     -184.639       35.813  2565.4
12.0700        -148.200     -184.835       36.635  2624.3
12.0750        -147.939     -184.867       36.928  2645.2
12.0800        -147.722     -184.777       37.055  2654.3
12.0850        -147.469     -184.678       37.209  2665.4
12.0900        -147.559     -184.535       36.976  2648.7
12.0950        -147.180     -184.253       37.072  2655.6
12.1000        -147.339     -183.918       36.579  2620.3
12.1050        -148.041     -183.708       35.667  2554.9
12.1100        -148.495     -183.791       35.296  2528.3
12.1150        -148.365     -184.221       35.856  2568.5
12.1200        -148.581     -184.839       36.257  2597.2
12.1250        -148.668     -185.428       36.760  2633.2
12.1300        -148.961     -185.810       36.849  2639.6
12.1350        -148.998     -186.012       37.014  2651.4
12.1400        -149.076     -186.180       37.104  2657.9
12.1450        -148.766     -186.298       37.532  2688.5
12.1500        -148.294     -186.324       38.031  2724.2
12.1550        -148.617     -186.116       37.499  2686.2
12.1600        -148.559     -185.706       37.147  2661.0
12.1650        -148.378     -185.008       36.629  2623.9
12.1700        -148.414     -184.006       35.592  2549.6
12.1750        -148.641     -182.971       34.331  2459.2
12.1800        -148.155     -182.171       34.016  2436.7
12.1850        -147.666     -181.753       34.087  2441.8
12.1900        -147.558     -181.682       34.124  2444.4
12.1950        -147.624     -181.917       34.293  2456.5
12.2000        -147.808     -182.307       34.499  2471.3
12.2050        -148.180     -182.718       34.537  2474.0
12.2100        -148.354     -183.126       34.773  2490.9
12.2150        -148.700     -183.525       34.825  2494.6
12.2200        -149.116     -183.917       34.801  2492.9
12.2250        -148.735     -184.272       35.538  2545.7
12.2300        -148.760     -184.588       35.829  2566.5
12.2350        -148.647     -184.771       36.124  2587.7
12.2400        -148.786     -184.786       36.000  2578.8
12.2450        -148.687     -184.715       36.027  2580.7
12.2500        -148.413     -184.627       36.214  2594.1
12.2550        -148.347     -184.465       36.118  2587.2
12.2600        -148.480     -184.032       35.552  2546.7
12.2650        -148.645     -183.241       34.596  2478.2
12.2700        -148.610     -182.286       33.676  2412.3
12.2750        -148.123     -181.532       33.409  2393.2
12.2800        -148.617     -181.304       32.687  2341.4
12.2850        -148.373     -181.697       33.324  2387.1
12.2900        -148.319     -182.597       34.279  2455.5
12.2950        -148.737     -183.623       34.886  2499.0
12.3000        -148.604     -184.510       35.906  2572.1
12.3050        -148.582     -185.114       36.532  2616.9
12.3100        -148.396     -185.354       36.957  2647.4
12.3150        -148.301     -185.234       36.933  2645.6
12.3200        -148.357     -184.810       36.453  2611.2
12.3250        -148.476     -184.140       35.664  2554.7
12.3300        -148.257     -183.396       35.139  2517.1
12.3350        -147.892     -182.855       34.963  2504.5
12.3400        -147.636     -182.620       34.983  2506.0
12.3450        -147.672     -182.732       35.060  2511.4
12.3500        -148.078     -183.048       34.970  2505.0
12.3550        -147.855     -183.347       35.492  2542.4
12.3600        -148.104     -183.596       35.492  2542.4
12.3650        -148.206     -183.623       35.417  2537.0
12.3700        -148.278     -183.324       35.045  2510.4
12.3750        -148.281     -182.768       34.486  2470.4
12.3800        -148.143     -182.144       34.001  2435.6
12.3850        -148.265     -181.817       33.552  2403.4
12.3900        -148.274     -182.063       33.789  2420.4
12.3950        -147.702     -182.809       35.107  2514.8
12.4000        -148.010     -183.649       35.640  2553.0
12.4050        -147.933     -184.264       36.331  2602.5
12.4100        -148.471     -184.501       36.030  2580.9
12.4150        -148.784     -184.361       35.577  2548.5
12.4200        -148.286     -184.034       35.748  2560.7
12.4250        -148.273     -183.736       35.463  2540.3
12.4300        -148.087     -183.563       35.477  2541.3
12.4350        -147.598     -183.392       35.794  2564.0
12.4400        -147.439     -183.137       35.698  2557.1
12.4450        -147.683     -182.749       35.067  2511.9
12.4500        -147.305     -182.348       35.043  2510.2
12.4550        -147.123     -182.116       34.993  2506.7
12.4600        -147.413     -182.177       34.764  2490.2
12.4650        -147.383     -182.443       35.060  2511.4
12.4700        -147.771     -182.729       34.958  2504.2
12.4750        -148.201     -182.760       34.559  2475.5
12.4800        -148.308     -182.536       34.229  2451.9
12.4850        -148.344     -182.200       33.856  2425.2
12.4900        -148.321     -182.012       33.691  2413.4
12.4950        -148.131     -182.141       34.011  2436.3
12.5000        -148.557     -182.637       34.079  2441.2
12.5050        -148.383     -183.196       34.813  2493.8
12.5100        -148.651     -183.571       34.920  2501.4
12.5150        -148.388     -183.604       35.216  2522.6
12.5200        -148.385     -183.270       34.885  2498.9
12.5250        -148.499     -182.687       34.188  2449.0
12.5300        -148.545     -182.026       33.481  2398.4
12.5350        -149.312     -181.579       32.267  2311.4
12.5400        -148.747     -181.577       32.830  2351.7
12.5450        -148.783     -181.934       33.151  2374.7
12.5500        -148.576     -182.467       33.891  2427.7
12.5550        -148.715     -182.927       34.212  2450.7
12.5600        -148.758     -183.203       34.445  2467.4
12.5650        -149.008     -183.419       34.411  2465.0
12.5700        -148.683     -183.892       35.209  2522.1
12.5750        -149.539     -184.799       35.259  2525.7
12.5800        -149.707     -186.024       36.317  2601.5
12.5850        -149.671     -187.152       37.481  2684.9
12.5900        -149.487     -187.784       38.297  2743.3
12.5950        -149.699     -187.712       38.013  2723.0
12.6000        -149.815     -187.010       37.195  2664.4
12.6050        -149.617     -185.961       36.344  2603.4
12.6100        -149.434     -184.901       35.467  2540.6
12.6150        -149.522     -184.025       34.503  2471.6
12.6200        -149.582     -183.583       34.001  2435.6
12.6250        -149.935     -183.791       33.856  2425.2
12.6300        -149.829     -184.564       34.735  2488.2
12.6350        -149.964     -185.534       35.569  2547.9
12.6400        -150.179     -186.253       36.074  2584.1
12.6450        -150.625     -186.550       35.925  2573.4
12.6500        -150.797     -186.602       35.805  2564.8
12.6550        -150.578     -186.714       36.135  2588.5
12.6600        -150.311     -186.959       36.648  2625.2
12.6650        -150.158     -187.227       37.069  2655.4
12.6700        -150.198     -187.369       37.170  2662.6
12.6750        -150.019     -187.279       37.260  2669.1
12.6800        -150.132     -186.930       36.798  2636.0
12.6850        -150.187     -186.496       36.309  2600.9
12.6900        -150.323     -186.150       35.827  2566.4
12.6950        -149.701     -185.938       36.236  2595.7
12.7000        -149.687     -185.857       36.169  2590.9
12.7050        -149.444     -185.831       36.388  2606.5
12.7100        -149.576     -185.838       36.262  2597.5
12.7150        -149.752     -185.896       36.144  2589.1
12.7200        -149.887     -186.029       36.141  2588.9
12.7250        -149.713     -186.243       36.530  2616.7
12.7300        -149.764     -186.559       36.795  2635.7
12.7350        -149.993     -186.941       36.949  2646.7
12.7400        -149.716     -187.364       37.648  2696.9
12.7450        -149.584     -187.771       38.187  2735.4
12.7500        -149.641     -188.065       38.425  2752.5
12.7550        -149.463     -188.109       38.646  2768.3
12.7600        -149.521     -187.759       38.239  2739.1
12.7650        -149.683     -186.929       37.246  2668.1
12.7700        -150.021     -185.782       35.761  2561.7
12.7750        -150.403     -184.572       34.169  2447.6
12.7800        -150.185     -183.563       33.378  2391.0
12.7850        -150.173     -182.955       32.782  2348.3
12.7900        -149.811     -182.899       33.088  2370.2
12.7950        -149.958     -183.359       33.401  2392.6
12.8000        -150.037     -184.162       34.124  2444.4
12.8050        -150.171     -185.049       34.878  2498.4
12.8100        -150.318     -185.867       35.549  2546.4
12.8150        -150.690     -186.550       35.859  2568.7
12.8200        -150.575     -187.048       36.473  2612.7
12.8250        -150.534     -187.242       36.708  2629.5
12.8300        -150.603     -187.122       36.519  2616.0
12.8350        -150.264     -186.777       36.513  2615.5
12.8400        -150.118     -186.388       36.269  2598.1
12.8450        -150.276     -186.094       35.818  2565.8
12.8500        -150.553     -185.918       35.365  2533.3
12.8550        -150.064     -185.856       35.791  2563.8
12.8600        -150.304     -185.921       35.618  2551.4
12.8650        -150.758     -186.105       35.347  2532.0
12.8700        -150.355     -186.392       36.037  2581.4
12.8750        -150.321     -186.653       36.332  2602.5
12.8800        -150.630     -186.760       36.131  2588.2
12.8850        -150.490     -186.750       36.261  2597.5
12.8900        -150.457     -186.588       36.131  2588.1
12.8950        -150.195     -186.262       36.067  2583.6
12.9000        -150.577     -185.869       35.292  2528.1
12.9050        -150.991     -185.595       34.604  2478.8
12.9100        -151.012     -185.541       34.530  2473.5
12.9150        -150.824     -185.721       34.897  2499.8
12.9200        -151.278     -186.086       34.808  2493.4
12.9250        -151.531     -186.563       35.032  2509.4
12.9300        -151.860     -187.026       35.166  2519.1
12.9350        -151.873     -187.269       35.396  2535.5
12.9400        -152.051     -187.169       35.119  2515.6
12.9450        -152.349     -186.850       34.500  2471.4
12.9500        -152.091     -186.480       34.389  2463.4
12.9550        -151.950     -186.167       34.218  2451.1
12.9600        -151.895     -185.998       34.103  2442.9
12.9650        -151.742     -185.967       34.225  2451.6
12.9700        -151.683     -186.107       34.424  2465.9
12.9750        -151.821     -186.431       34.610  2479.2
12.9800        -151.922     -186.947       35.025  2509.0
12.9850        -151.799     -187.498       35.700  2557.3
12.9900        -151.663     -187.946       36.283  2599.1
12.9950        -151.519     -188.263       36.743  2632.0
13.0000        -151.702     -188.432       36.730  2631.1
13.0050        -152.280     -188.446       36.166  2590.7
13.0100        -152.342     -188.323       35.980  2577.4
13.0150        -152.234     -188.002       35.768  2562.2
13.0200        -151.828     -187.451       35.623  2551.8
13.0250        -152.282     -186.827       34.545  2474.6
13.0300        -152.206     -186.196       33.990  2434.8
13.0350        -152.379     -185.678       33.299  2385.3
13.0400        -152.120     -185.269       33.150  2374.6
13.0450        -152.364     -184.956       32.592  2334.7
13.0500        -152.440     -184.683       32.242  2309.6
13.0550        -151.894     -184.467       32.573  2333.3
13.0600        -151.827     -184.289       32.462  2325.3
13.0650        -151.716     -184.123       32.408  2321.5
13.0700        -151.932     -183.972       32.040  2295.1
13.0750        -151.742     -183.858       32.116  2300.6
13.0800        -151.915     -183.796       31.881  2283.7
13.0850        -152.138     -183.911       31.773  2276.0
13.0900        -152.195     -184.391       32.196  2306.3
13.0950        -152.623     -185.224       32.601  2335.3
13.1000        -152.741     -186.207       33.466  2397.2
13.1050        -152.760     -187.158       34.398  2464.1
13.1100        -152.905     -187.907       35.002  2507.3
13.1150        -153.230     -188.387       35.157  2518.4
13.1200        -153.429     -188.529       35.100  2514.3
13.1250        -153.300     -188.358       35.058  2511.3
13.1300        -153.295     -187.977       34.681  2484.3
13.1350        -153.594     -187.447       33.852  2425.0
13.1400        -153.204     -186.775       33.571  2404.8
13.1450        -153.281     -185.899       32.618  2336.5
13.1500        -152.881     -184.837       31.955  2289.1
13.1550        -153.050     -183.672       30.622  2193.5
13.1600        -153.293     -182.557       29.263  2096.2
13.1650        -153.025     -181.657       28.632  2051.0
13.1700        -153.274     -181.077       27.803  1991.6
13.1750        -153.278     -180.966       27.688  1983.4
13.1800        -153.200     -181.434       28.234  2022.5
13.1850        -153.227     -182.437       29.210  2092.4
13.1900        -153.421     -183.717       30.296  2170.2
13.1950        -153.048     -185.002       31.954  2289.0
13.2000        -153.690     -186.161       32.471  2326.0
13.2050        -153.702     -187.244       33.542  2402.7
13.2100        -153.399     -188.205       34.806  2493.3
13.2150        -153.590     -188.991       35.401  2535.9
13.2200        -153.874     -189.606       35.732  2559.6
13.2250        -154.353     -190.144       35.791  2563.8
13.2300        -154.319     -190.623       36.304  2600.6
13.2350        -154.378     -191.064       36.686  2627.9
13.2400        -154.835     -191.428       36.593  2621.2
13.2450        -154.815     -191.749       36.933  2645.7
13.2500        -154.992     -191.922       36.929  2645.4
13.2550        -154.957     -191.859       36.902  2643.4
13.2600        -155.388     -191.607       36.219  2594.5
13.2650        -155.345     -191.134       35.789  2563.7
13.2700        -155.042     -190.446       35.404  2536.1
13.2750        -155.168     -189.551       34.383  2462.9
13.2800        -155.062     -188.525       33.463  2397.1
13.2850        -155.466     -187.462       31.997  2292.0
13.2900        -155.162     -186.604       31.442  2252.3
13.2950        -155.627     -186.185       30.558  2189.0
13.3000        -155.566     -186.096       30.530  2187.0
13.3050        -155.256     -186.214       30.958  2217.6
13.3100        -155.313     -186.540       31.227  2236.9
13.3150        -155.433     -187.053       31.621  2265.1
13.3200        -155.395     -187.629       32.234  2309.0
13.3250        -155.839     -188.122       32.283  2312.6
13.3300        -155.688     -188.358       32.670  2340.3
13.3350        -155.844     -188.319       32.475  2326.3
13.3400        -155.257     -188.158       32.901  2356.8
13.3450        -155.088     -188.059       32.971  2361.8
13.3500        -154.756     -188.255       33.499  2399.6
13.3550        -154.652     -188.685       34.032  2437.8
13.3600        -154.380     -189.045       34.665  2483.1
13.3650        -153.925     -189.002       35.077  2512.6
13.3700        -154.180     -188.411       34.231  2452.1
13.3750        -154.530     -187.437       32.907  2357.2
13.3800        -155.023     -186.480       31.457  2253.4
13.3850        -155.638     -186.060       30.422  2179.2
13.3900        -155.738     -186.490       30.752  2202.9
13.3950        -156.079     -187.678       31.599  2263.5
13.4000        -155.981     -189.251       33.270  2383.2
13.4050        -155.891     -190.768       34.877  2498.4
13.4100        -155.985     -191.885       35.900  2571.6
13.4150        -156.144     -192.437       36.292  2599.7
13.4200        -156.280     -192.504       36.225  2594.9
13.4250        -155.951     -192.307       36.356  2604.3
13.4300        -155.909     -191.892       35.983  2577.6
13.4350        -155.804     -191.306       35.502  2543.1
13.4400        -155.914     -190.586       34.671  2483.6
13.4450        -155.723     -189.894       34.170  2447.7
13.4500        -155.610     -189.488       33.878  2426.8
13.4550        -155.825     -189.537       33.712  2414.9
13.4600        -155.962     -189.955       33.993  2435.0
13.4650        -156.192     -190.541       34.349  2460.5
13.4700        -156.129     -191.063       34.934  2502.4
13.4750        -156.315     -191.278       34.964  2504.5
13.4800        -155.877     -191.023       35.146  2517.6
13.4850        -155.468     -190.316       34.849  2496.3
13.4900        -155.772     -189.360       33.588  2406.0
13.4950        -156.050     -188.480       32.431  2323.1
13.5000        -155.888     -187.917       32.030  2294.4
13.5050        -155.756     -187.736       31.979  2290.8
13.5100        -155.944     -187.881       31.937  2287.7
13.5150        -155.764     -188.333       32.570  2333.1
13.5200        -155.844     -188.915       33.071  2369.0
13.5250        -155.792     -189.524       33.732  2416.3
13.5300        -155.856     -189.947       34.092  2442.1
13.5350        -155.920     -190.099       34.178  2448.3
13.5400        -155.672     -189.996       34.324  2458.8
13.5450        -155.910     -189.627       33.717  2415.3
13.5500        -156.052     -189.027       32.975  2362.1
13.5550        -156.476     -188.334       31.857  2282.0
13.5600        -156.664     -187.855       31.191  2234.3
13.5650        -156.706     -187.864       31.158  2231.9
13.5700        -156.815     -188.282       31.467  2254.0
13.5750        -156.372     -188.837       32.466  2325.6
13.5800        -156.334     -189.231       32.896  2356.5
13.5850        -156.122     -189.207       33.085  2370.0
13.5900        -156.045     -188.875       32.830  2351.7
13.5950        -155.950     -188.443       32.494  2327.6
13.6000        -155.844     -188.171       32.327  2315.7
13.6050        -155.834     -188.216       32.382  2319.6
13.6100        -156.326     -188.518       32.192  2306.0
13.6150        -156.177     -188.888       32.711  2343.2
13.6200        -156.282     -189.222       32.940  2359.6
13.6250        -155.889     -189.601       33.712  2414.9
